Название игры	Истинные значения	Предсказанные значения	Отношение
warhammer 40000: dawn of war – dark crusade	63224	69515	1.099503353157029
final fantasy v [папка игры] (1992-2021)	9331	22910	2.4552566713106847
dark envoy v.1.5.1.73535 [gog] (2023)	72077	21499	3.352574538350621
lords of the fallen game of the year edition v1.0.0 [gog] (2014)	28013	25620	1.0934035909445745
halo 4 [p] (2012-2020) pc | лицензия	83146	39871	2.0853753354568485
tales from the borderlands: episode 1-4 (2014) pc | repack от xatab	36119	51068	1.4138818904177857
bloodstained: ritual of the night	86322	51127	1.6883838285054864
battle brothers v.1.5.0.15 [gog] (2017)	98682	19916	4.954910624623419
the medium	94543	49474	1.9109633342765897
dreamfall chapters: books 1-5 (2014) pc | repack от xatab	41963	55548	1.3237375783428258
the room 4: old sins [codex] (2021) pc | лицензия	50543	25035	2.018893549031356
the dungeon of naheulbeuk: the amulet of chaos	40926	44996	1.0994477838049161
unravel two (2018) pc | repack by xatab	55738	56973	1.0221572356381643
f1 2016 (2017) pc | repack от xatab	31302	52549	1.6787745192000512
pandemic train (2023)	24373	28986	1.1892668116358265
moviehouse – the film studio tycoon (2023)	12501	30766	2.461083113350932
pathologic 2 (v.1.5.29823) (2019) pc | repack от xatab	69788	55476	1.257985435143125
gylt (2023)	19978	17288	1.1555992596020361
nier replicant ver.1.22474487139... [build 7396468 + dlc] (2021) pc | repack от decepticon	26407	40529	1.5347824440489264
youtubers life (2017) pc | лицензия	46536	35409	1.3142421418283488
need for speed: the run limited edition pc (2011) repack от decepticon	18872	30117	1.5958562950402713
call of the sea deluxe edition [gog] (2020)	29137	34242	1.1752067817551566
left alive v.1.0 [папка игры] (2019) pc | лицензия	32693	36940	1.129905484354449
disney classic games: aladdin and the lion king [gog] (2019) pc | лицензия	46247	22222	2.0811358113581138
othercide	61586	41615	1.4798990748528176
subnautica (2014-2018) pc | лицензия	56905	36043	1.5788086452293095
lost planet 3: complete edition (2013) рс | repack от xatab	84721	58279	1.453714030782958
knights of honor ii: sovereign [gog] (2022) pc | лицензия	94018	25158	3.737101518403689
protocol [darksiders] (2018) pc | лицензия	32526	44078	1.3551620242267723
strayed lights (2023)	13584	19627	1.4448616018845701
twelve minutes [папка игры] (2021)	26093	15360	1.6987630208333333
core keeper v.1.0.0.14 [папка игры] (2024)	53684	34068	1.575789597276036
encodya save the world edition v. 1.1 [gog] (2021)	21586	23813	1.1031687204669693
south park: the fractured but whole - gold edition (rus/eng) [repack] by xatab	80220	50795	1.5792893001279653
mark of the ninja: remastered (2018) pc | лицензия	49042	44047	1.1134015937521284
relicta [gog] (2020) pc | лицензия	20039	29328	1.4635460851339888
portal knights  (2017) pc | repack от xatab	35338	48056	1.3598958628105722
heroes of might and magic 4 complete	38433	63001	1.6392423177998074
the last case of benedict fox (2023)	25593	29218	1.141640292267417
layers of fear v.1.6.1 [папка игры] (2023)	49926	17987	2.7756713181742367
fernbus simulator [v 1.14.12800 + 2 dlc] (2016) pc | repack by xatab	81771	54753	1.49345241356638
cry of fear (2013)	18169	21599	1.1887830920799163
bum simulator (2023)	29437	34803	1.1822875972415667
age of civilizations ii v1.01451 ela [gog] (2018)	19155	24897	1.2997650743931088
hot wheels unleashed (2021) pc | лицензия	41581	29139	1.4269878856515323
styx: shards of darkness [v 1.05] (2017) pc | repack от xatab	56290	57466	1.0208918102682536
beholder 2 v1.6.15770 [gog] (2018)	8190	20119	2.4565323565323567
deck of ashes (2019) early access repack от xatab	22335	35329	1.58177747929259
ratten reich v.rr-0.1.5 [папка игры] (early access)	80170	36719	2.183338326207141
star wars jedi: survivor (patch 9) [папка игры] (2023)	86079	28775	2.991450912250217
among the sleep - enhanced edition (v.3.0.1) (2014) pc | repack от xatab	33278	52810	1.5869343109561873
stardiver [папка игры] (2024)	37909	28849	1.3140490138306353
runner3 (2018) pc | лицензия	18383	18146	1.0130607296373857
a plague tale: requiem (2022)	59269	18508	3.2023449319213313
starsand v.1.0.9 [архив] (2022)	37213	25068	1.4844822083931706
south park: snow day! (2024)	18227	32705	1.7943161244307895
far: lone sails [gog] (2018) | лицензия	9673	25857	2.67311072056239
gone rogue (2023)	40541	21407	1.893819778577101
blitzkrieg 2 anthology / антология блицкриг 2 [gog] (2013) pc | лицензия	24621	24605	1.000650274334485
roboquest [gog] pc | лицензия	25148	25043	1.0041927884039452
saints row: the third - remastered [egs-rip] (2011-2020) pc | лицензия	27315	46370	1.6976020501555922
ghostbusters: the video game remastered [hoodlum] (2019) pc | лицензия	52973	32036	1.6535460107379198
gas guzzlers extreme: gold pack [v 1.8.0 + 2 dlc] (2013) pc | repack от xatab	43756	40078	1.0917710464594041
supreme ruler 2020 gold edition v2.0.0.1 [gog] (2008)	12679	13063	1.0302863001814022
farmer's dynasty (2019) pc | repack от	64601	40725	1.5862737875997543
cities xxl [v 1.3] (2015) pc | repack от xatab	33503	41104	1.226875205205504
desperados iii [gog] (2015) pc | лицензия	83040	26034	3.1896750403318737
shadow warrior [gog] (2013) pc | лицензия	61994	21234	2.919562965056042
one piece: pirate warriors 4	55921	42753	1.3080017776530302
hyperviolent v.0.8.8.1 [папка игры] (early access)	25011	38160	1.5257286793810723
infernal: hell's vengeance [l] (2007) pc | лицензия	45303	60219	1.3292497185616847
dragon ball fighterz  (v1.14) (2018)  repack от xatab	33407	37482	1.1219804232645854
lunacy: saint rhodes (2023)	13937	20897	1.499390112649781
timeshift (2007) pc | repack by xatab	67974	69518	1.022714567334569
stronghold crusader 2 [update 20 + dlcs] (2014) pc | repack от xatab	68057	74623	1.0964779523046857
spyro™ reignited trilogy (2019)  repack от	79657	47894	1.663193719463816
kane and lynch: dead men (2007) pc | лицензия	19396	37149	1.915291812744896
ancestors legacy [gog] (2018) pc | лицензия	65026	21778	2.985857287170539
catherine classic (2019)  repack от	47039	51394	1.0925827504836412
armored brigade [gog] (2018)	11787	11872	1.0072113345210825
inmost [gog] (2020) pc | лицензия	32908	32466	1.0136142425922503
ghostbusters: the video game [l] (2009) pc | лицензия	23835	30390	1.275015733165513
mortal shell [v 1.09227]	95241	57815	1.6473406555392198
risen 3: titan lords - enhanced edition (2015) pc | repack от xatab	80489	64817	1.241788419704707
tennis manager 2022 v2.3.4 [gog] (2022)	7677	24437	3.183144457470366
south of the circle v23 [gog] (2022)	4547	19479	4.283923466021553
sins of a solar empire - rebellion [v 1.95 + 4 dlc]	44767	50461	1.1271919047512677
atelier sophie 2: the alchemist of the mysterious dream (2022) | лицензия	10506	28118	2.676375404530744
street power football	28994	43366	1.4956887631923845
the sinking city - deluxe edition [darksiders] (2020) pc | лицензия	50138	42625	1.1762580645161291
disciples 2 gold v.2.01 (30373) / 3.01 (30373) [gog] (2005)	47226	13329	3.5431015079900967
jet kave adventure [gog] (2021) pc | лицензия	42365	9115	4.647833241908941
to the moon (2011) pc | лицензия	45842	21187	2.163685278708642
hellboy web of wyrd (2023)	11929	19737	1.654539357867382
builders of greece v.0.6.1 [папка игры] (early access)	19888	37230	1.871983105390185
zero tolerance v1.0 [gog] (1994)	6331	9105	1.4381614278944874
drox operative 2 [gog] (eng) от r.g. gogfan	12530	13016	1.0387869114126098
the axis unseen v.1.03 [папка игры] (2024)	17397	31381	1.8038167500143703
dark [v1.1.19.29571+dlc] (2013) pc | repack by xatab	93024	64522	1.4417408015870556
the banner saga 3: legendary edition [v 2.61.04 + dlcs] (2018) pc | repack от xatab	40918	58645	1.4332323182951268
street fighter v: arcade edition [v 4.070 + dlc] (2016) pc | repack от xatab	74236	52208	1.4219276739197058
postal 4: no regerts [gog]	60368	22069	2.735420725905116
thief simulator 2 v.1.27c [папка игры] (2023)	38943	24239	1.6066256858781303
layers of fear (2016) pc | лицензия	40795	36995	1.1027165833220705
ziggurat [gog] (2014)	12890	21462	1.6650116369278511
psychonauts 2 [steam] (2021) | лицензия	13579	25600	1.8852640106046101
parkitect [v 1.3] (2018) pc | repack от xatab	16528	44419	2.6875
redeemer (2017) pc | repack by xatab	42576	49333	1.1587044344231492
signalis v.1.2.1 [папка игры] (2022)	41088	15799	2.600670928539781
metal gear solid - master collection version v.1.3.0 [папка игры] (2023)	33738	33357	1.011421890457775
the surge [gog] (2017) pc | лицензия	31933	26335	1.2125688247579267
inversion v.1.0.1.0 [1с-софтклаб] (2012) pc | лицензия	35816	46029	1.2851518874246146
transference (2018) pc | repack by xatab	15873	41781	2.632205632205632
arcania v2.0.0.2 [gog] (2010)	12487	11949	1.0450246882584318
gord v.1.5.0.42146 [папка игры] (2023)	51379	24934	2.060599983957648
football manager 2023 v.23.2 [папка игры] (2022)	32305	21696	1.488984144542773
aliens vs. predator (2010) pc | repack от xatab	93461	61267	1.5254704816622324
shadows: heretic kingdoms - book one. devourer of souls [v 1.0.0.8178] (2014) pc | repack от xatab	48962	60967	1.2451901474612965
scars above (2023)	65872	20535	3.207791575359143
battlestar galactica deadlock (2017) pc | лицензия	98877	38066	2.5975148426417274
this is the police 2 v1.0.7 [gog] (2018)	7816	17581	2.249360286591607
stranglehold [gog] (2007) pc | лицензия	22337	23853	1.0678694542687022
crossfire: legion	22686	31191	1.3749008198889183
nobody wants to die [v 1.0.1.0.46.065] (2024) repack от decepticon	49452	28696	1.7233063841650405
shame legacy (2023)	11145	24682	2.214625392552714
homeworld 3 v.1.22 [папка игры] (2024)	19828	29462	1.4858785555779706
iris.fall (2018) pc | лицензия	37004	37976	1.0262674305480488
wrc 7 fia world rally championship (2017) pc | repack от xatab	52992	55027	1.0384020229468598
neversong [gog] (2020) pc | лицензия	17015	30734	1.8062885689097854
sam & max save the world [gog] (2006-2020) pc | лицензия	28209	31560	1.118791874933532
cloudpunk  [папка игры] (2020) pc | лицензия	61674	16653	3.7034768510178346
clash: artifacts of chaos (2023)	29344	23517	1.2477782030020836
sword coast legends [update 8] (2015) pc | repack от xatab	38588	40650	1.0534363014408625
fallout 2 v.1.02 (2.1.0.18) [gog] (1998)	73832	21151	3.490709659117772
tom clancy's splinter cell v2.0.0.12 [gog] (2003)	24050	15118	1.5908188913877497
desolate [v 1.3] (2018) pc | repack от xatab	90552	58774	1.5406812536155443
shadow of the tomb raider [v 1.0.492.0 + all dlcs] (2018) repack от decepticon	23256	44799	1.926341589267286
yakuza kiwami (update 3) (2019)  repack от xatab	70601	53934	1.3090258464048652
copycat v.1.0.1 [папка игры] (2024)	52892	30965	1.7081220733085742
life is strange 2 complete season (2018)	56117	34877	1.6089973334862517
biker garage: mechanic simulator ( build 20200813+dlc)	58280	35213	1.65507057052793
the library of babel (2023)	12466	14924	1.1971763195892828
conan exiles (2018) repack от xatab	94460	65174	1.449350968177494
aragami 2 [gog] (2021)	54747	23164	2.3634519081333103
subverse (ранний доступ) [gog] (2018)	85027	14887	5.711493249143548
the uncertain: last quiet day [gog] (2016) pc | лицензия	40002	32013	1.249554868334739
arcanum: of steamworks and magick obscura [gog] (2001) pc | лицензия	48764	31857	1.530715384373921
turok (2008) pc | rip от xatab	77210	61267	1.260221652765763
islanders (2019) pc | лицензия	58080	33560	1.730631704410012
gun v.2.0.0.3 [gog] (2005)	19578	13397	1.4613719489437933
the blackout club (2019) pc | repack от xatab	25756	46215	1.7943391831029663
blind fate: edo no yami v1.0.1 [gog] (2022)	13021	13161	1.0107518623761615
immortals: fenyx rising [uplay-rip] (2021) pc | лицензия	86486	27970	3.0920986771540937
sid meier's civilization: beyond earth rising tide [v 1.1.2.4035 + 2 dlc] (2014) pc | repack от xatab	95575	77068	1.2401385789173198
driver: san francisco (ubisoft entertainment ) (rus/eng) [repack]  by xatab	79876	59973	1.331866006369533
space rangers 2: reboot / космические рейнджеры 2: доминаторы. перезагрузка v2.0 [gog] (2006)	23172	13461	1.7214174281256964
the house of the dead: remake (2022)	20698	23562	1.1383708570876414
firewatch [update 8] (2016) pc | repack от xatab	50645	50897	1.004975812024879
asterix & obelix xxl 2 v.xxl 2 v0.43 (25529) [gog] (2018)	11763	28022	2.3822154212360793
katana zero (2019) pc | лицензия	73705	36640	2.011599344978166
firewatch [gog] (2016) pc | лицензия	12640	16606	1.3137658227848101
hitman: blood money v.1.2 (27639) [gog] (2006)	44274	15118	2.9285619790977644
rune ii [codex] (2019) pc | лицензия	22065	44869	2.0334919555857693
automation empire v.20191127 [codex] (2019)	47605	38142	1.2480992082219076
crash bandicoot 4: it’s about time v 1.0.03202023 [portable] (2021)	52544	34784	1.5105795768169272
spongebob squarepants: the cosmic shake (2023)	33016	23948	1.3786537497912144
ghostware: arena of the dead v.1.1.0 [архив] (2024)	67818	40164	1.688527039139528
the legend of kyrandia: hand of fate book two v1.0 [gog] (1993)	7135	23216	3.2538192011212335
journey to the savage planet [gog] (2020) pc | лицензия	33899	29899	1.1337837385865748
charon's staircase (2022)	15417	18068	1.171953038853214
superhot (2016) pc | лицензия	82576	27414	3.0121835558473773
don't starve alone pack v.429404 (41435) [gog] (2013)	19497	17238	1.1310476853463278
surviving mars: first colony edition [gog] (2018) pc | лицензия	57432	27866	2.061006244168521
arx fatalis v.1.21 [gog] (2002) pc | лицензия	50097	29653	1.6894412032509358
art of rally deluxe edition [gog] (2020)	19889	37700	1.8955201367590124
afterfall: insanity - extended edition (2011-2013) | лицензия	21357	32818	1.5366390410638198
iron heart (2019) pc | лицензия	27139	35273	1.2997162754707248
selene's unbearable night [v 1.0] (2024) repack от decepticon	53851	29788	1.8078085134953672
icewind dale: enhanced edition (2014) pc | лицензия	78709	28855	2.727742159071218
construction simulator 2015 (2014) pc | repack от xatab	37442	42699	1.1404038245820203
dusk [gog] (2018) pc | лицензия	73813	30334	2.4333421243489153
entropy: zero [portable] (2017)	17457	38477	2.2041015065589735
star wars empire at war gold pack v1.05 [gog] (2006)	24573	16183	1.5184452820861398
team sonic racing	28904	39555	1.368495709936341
high on life (01/11/2023) [папка игры] (2022)	79864	36354	2.196842163173241
diablo ii: resurrected [v 1.6.77312] (2021) repack от decepticon	15812	34630	2.1901087781431823
per aspera [gog] (2018) pc | лицензия	50536	27212	1.8571218580038218
dead space v.1.0.0.222 (2.0.0.2) [gog] (2008)	36744	40523	1.1028467232745482
broken lines	64532	36435	1.7711541100590091
song of farca [gog] (2021)	37773	26151	1.444418951474131
best month ever! (2022)	10510	15036	1.430637488106565
mafia iii: definitive edition (2016-2020) pc | лицензия	30442	34885	1.1459496747914066
sumerian six v.1.0.0 [папка игры] (2024)	20016	32879	1.6426358912869705
balatro v.1.0.1g [архив] (2024)	17639	32109	1.8203412891887296
paleo pines	7213	18388	2.5492860113683626
blue fire [gog] (2021) pc | лицензия	20376	18896	1.0783234546994074
cartel tycoon supporter bundle [gog] (2021)	42659	27332	1.5607712571344943
the dungeon of naheulbeuk: the amulet of chaos v.1.5 569 47857 [gog] (2020)	72434	36740	1.9715296679368535
the elder scrolls iii: morrowind game of the year edition v.1.6.1820 (2.0.0.7) [gog] (2002)	62628	21151	2.9609947520211812
nba 2k20 [v 1.07] (2019) repack от xatab	71331	46506	1.5338020900528964
neverwinter nights: enhanced edition digital deluxe edition	90876	75575	1.2024611313264968
anno 2205 [v 1.8.3741.13270 + dlcs] (2015) repack от decepticon	35757	23690	1.5093710426340228
portal stories: mel (2015) pc | repack от xatab	29162	34081	1.1686784171181674
empire of sin - premium edition [папка игры] (2020)	66322	31419	2.1108883159871414
sunset overdrive (2018) pc | repack от xatab	72256	71405	1.011917932917863
little misfortune [gog] (2019) pc | лицензия	28404	32659	1.1498028446697648
asterigos: curse of the stars v.01.09.0000 [папка игры] (2022)	76964	21906	3.5133753309595543
wargroove (2019) pc | лицензия	33334	38824	1.1646967060658786
vampire: the masquerade coteries of new york deluxe edition v1.0.12 [gog] (2019)	20239	35946	1.7760758930777212
endless legend [portable] (2014) pc | лицензия	34057	29174	1.167375059984918
citystate (2018) pc | лицензия	33920	33642	1.0082634801735926
life is strange: before the storm - remastered (2017-2022) | лицензия	30399	20266	1.5
trackmania united forever [бука] (2008) pc | лицензия	19905	27793	1.3962823411203216
chernobylite complete edition [v 49522.s04_black_smoke + dlcs] (2021) repack от decepticon	66451	41191	1.6132407564759292
earth defense force 5  (2019) repack от xatab	36513	53173	1.4562758469586174
elex ii (2022)	62907	27222	2.310888252148997
final fantasy xii the zodiac age (square enix) (eng/jap/multi) [repack] by xatab	78479	51676	1.5186740459787909
star wars: jedi knight - jedi academy v.1.01a (10331) [gog] (2003)	35837	18064	1.983890611160319
the crust v.0.92.81 [папка игры] (early access)	75011	33654	2.2288880965115587
pizza tower v.1.1.271 [папка игры] (2023)	13444	16914	1.258107706039869
the wheel of time v333b (54846) [gog] (1999)	7174	9105	1.2691664343462503
ghost song (2022)	26439	20337	1.3000442543147956
home sweet home (2017) pc | repack от xatab	45324	52697	1.162673197422999
system shock enhanced edition v1.2.16 [gog] (1994)	34711	13727	2.5286661324397173
the lord of the rings: the battle for middle-earth ii - dilogy pc | repack от decepticon	62184	34769	1.7884897466133625
halo wars definitive edition (2016) pc | repack от xatab	52559	45171	1.163556263974674
the eternal cylinder [папка игры] (2021)	31994	24420	1.3101556101556102
xcom: chimera squad	67929	41388	1.641272832705132
the walking dead: a new frontier - episode 1-5 (2016) pc | repack by xatab	97026	56893	1.705411913592182
they always run [gog] (2021)	39451	18855	2.092336250331477
secret government [gog] (2020)	40146	35600	1.1276966292134831
age of empires ii - hd edition bundle (1999 -2013-2016)  repack от xatab	67218	63001	1.0669354454691196
good company v1.0.13b [gog] (2022)	8200	25473	3.1064634146341463
metal gear & metal gear 2: solid snake v.2.0.0 [папка игры] (1987-1990-2023)	49536	32769	1.5116726174127988
thronebreaker: the witcher tales [gog] (2018)	30294	20763	1.459037711313394
il-2 sturmovik: cliffs of dover - blitz edition [codex] (2011-2020) pc | лицензия	57087	37707	1.5139629246558994
superliminal v.1.16 (46968) [gog] (2019)	26833	34242	1.2761152312451087
crash bandicoot™ n. sane trilogy  (2018)  repack от xatab	80651	49375	1.6334379746835443
the bard's tale (2004)	26602	26424	1.0067363003330305
unreal tournament goty v.2.0.0.5 [gog] (2000)	16077	16763	1.0426696522983143
enter the matrix v.1.52 [l] (2003) pc | лицензия	35616	44374	1.2459007187780773
still life v.1.0 (22140) [gog] (2005)	17734	13397	1.3237291931029336
fallout: new vegas ultimate edition [gog] (2010)	76155	38319	1.987395286933375
bear and breakfast v1.3.2 [gog] (2022)	4835	19890	4.113753877973113
mini metro [gog] (2015) pc | лицензия	33812	25163	1.3437189524301554
ace combat 7: skies unknown - deluxe edition [папка игры] (2019)	41828	32357	1.2927032790431745
the walking dead: the telltale definitive series [папка игры (steam)] (2019)	37487	25390	1.4764474202441906
young souls (2022) | лицензия	11121	16371	1.4720798489344484
shadow complex remastered (2016) pc | лицензия	45366	32867	1.3802902607478627
victoria ii civil war edition v.2.31-2 (37622) [gog] (2010)	22518	13329	1.689399054692775
cossacks anthology v2.1.0.13 [gog] (2003)	15397	16183	1.051048905630967
trine 4: the nightmare prince [gog] (2019) pc | лицензия	41207	32774	1.257307621895405
collapse: a political simulator (2021) pc | лицензия	9730	31553	3.242857142857143
mechwarrior 5: mercenaries [gog] (2019)	83777	29698	2.820964374705367
quake 4 [gog] (2005) pc | лицензия	34964	26267	1.3310998591388434
my museum: treasure hunter v.1.3.1b [папка игры] (2024)	85921	37722	2.2777424314723502
re-volt v1.1 hotfix [gog] (1999)	9175	15329	1.6707356948228882
prince of persia [1.0 v2 (28572)] (2008) pc | repack by xatab	57336	61177	1.0669910701827823
tt isle of man: ride on the edge 3 (2023)	17213	24894	1.4462324986928485
the signifier director's cut deluxe edition v.1.101 (46691) [gog] (2020)	22485	35139	1.5627751834556372
not for broadcast v.2024.01.11b [gog] (2020)	43492	24993	1.740167246829112
fobia - st. dinfna hotel (2022)	24018	19489	1.2323875006413874
recore: definitive edition (2017) pc | repack by xatab	74647	68185	1.0947715773263915
watch dogs: legion (2020) pc | лицензия	95534	57651	1.657109156822952
dark sector (2009) pc | repack от xatab	51063	69745	1.3658617785872353
shadowrun: hong kong - extended edition	54213	53121	1.0205568419269215
сирия: русская буря / syrian warfare [v 1.3.0.19+dlc] (2017) pc | repack от xatab	81592	67461	1.2094691747824668
maid of sker bundle edition [gog] (2020)	33193	34080	1.026722501732293
the lord of the rings: war of the ring [v 1.1/1.01.0011] (2003) repack от decepticon	18597	35549	1.9115448728289508
fahrenheit. indigo prophecy - remastered [portable] (2015) pc | лицензия	21435	26585	1.2402612549568464
legend of grimrock 2 v2.2.4 [gog] (2014)	37849	22563	1.6774808314497185
bakery simulator (2022)	16759	17602	1.050301330628319
lego dc super villains deluxe edition v1.0 [gog] (2018)	6305	15094	2.3939730372720063
orcs must die 3 [папка игры] (2021)	26800	28227	1.0532462686567163
song of horror v1.25 (54257) [gog] (2019)	18987	18468	1.0281026640675763
star trucker [v 1.0.41.0] (2024) repack от decepticon	34881	21294	1.6380670611439843
days gone [v 1.07] (2021) pc | repack от decepticon	46804	44900	1.0424053452115813
faraday protocol [gog] (2021)	17561	21219	1.208302488468766
legacy of kain: soul reaver 2 v1.02 [gog] (2001)	9173	9105	1.0074684239428886
warsaw (2019) pc | лицензия	44388	44162	1.0051175218513655
construction simulator 2 us - pocket edition (2018) pc | лицензия	70053	48023	1.4587385211252941
pharaoh + cleopatra v.2.1.0.15 [gog] (1999)	14796	14312	1.03381777529346
beholder v.1.6.0.12741 (32340) [gog] (2016)	22609	22865	1.0113229244990933
lifeless planet - premier edition [gog] (2014) pc | лицензия	17059	22652	1.3278621255642182
need for speed: underground 2 pc (2004) repack от decepticon	99565	31550	3.155784469096672
the renovator: origins v.1.02 [папка игры] (2024)	54006	47645	1.1335082380102843
electrician simulator (2022)	15878	18545	1.1679682579669983
nascar heat 5	30000	40823	1.3607666666666667
call of juarez v.1.1.1.0 (24945) [gog] (2006)	24940	25861	1.0369286287089015
batman: arkham origins [v 1.0 + dlcs] (2013) repack от decepticon	26262	36486	1.389307745030843
wildfire [gog] (2020) pc | лицензия	41566	22121	1.8790289769901902
soma [1.510 (19928) ] (2015) pc | repack от xatab	80908	61162	1.3228475197017757
darkest hour: a hearts of iron game v1.05.1 [gog] (2011)	8159	16120	1.9757323201372716
call of the wild: the angler v.1.7.5 [папка игры] (2022)	42963	12669	3.3911910963769833
an elder scrolls legend: battlespire v1.5 [gog] (1997)	15399	18262	1.1859211637119293
city game studio: a tycoon about game dev [gog] (2019)	10172	31696	3.1160047188360203
redout: space assault deluxe edition	33405	40895	1.2242179314473882
the escapists 2 (2017) pc | repack by xatab	57408	54314	1.0569650550502634
ash of gods: redemption digital deluxe edition v1.5.35 [gog] (2018)	18824	26456	1.4054398640033998
king's bounty: воин севера / king's bounty: warriors of the north - valhalla edition (2012) pc | repack от xatab	73130	63970	1.1431921213068625
eastshade (2019) pc | лицензия	49726	40531	1.2268633885174312
kerbal space program [gog] (2017)	43492	26551	1.6380550638394034
the smurfs - mission vileaf (2021) pc | лицензия	10254	20056	1.955919641115662
cold fear v.1.0 [l] (2005) pc | лицензия	48109	31316	1.5362434538255205
alien breed 2: assault [gog] (2010) pc | лицензия	5128	17857	3.482254290171607
trepang2 v.77.00 [gog] (2023)	49313	20617	2.391861085511956
dungeons 2 [update 7] (2015) pc | repack от xatab	42611	53476	1.2549811081645585
lego bricktales (2022)	26148	22629	1.1555084184011666
master of magic remake v1.06.00 [gog] (2022)	19488	11441	1.7033476094746962
return to castle wolfenstein (2001) pc | лицензия	79870	49362	1.6180462704104372
tunic (steam) (2022) | лицензия	25386	16171	1.569847257436151
frozenheim v.1.4.2.3 [папка игры] (2022)	49390	23043	2.1433841079720524
subterrain [gog] (2016) pc | лицензия	56752	15365	3.6935893263911486
call of duty + united offensive (2003-2004) pc | лицензия	94098	59171	1.5902722617498437
realpolitiks ii - deluxe edition [gog] (2020)	43343	35600	1.2175
crysis 2 remastered [v 1.0.9461303] (2021) repack от decepticon	17877	34363	1.9221905241371595
bridge constructor portal v.1.4 (40233) [gog] (2017)	8061	24746	3.0698424513087708
60 parsecs! (2018) pc | лицензия	44695	22038	2.0280878482620928
firmament (2023)	16320	18799	1.1518995098039215
carmageddon max pack v2.0.0.63 [gog] (1997)	11543	9893	1.166784595168301
chained echoes v1.05 [gog] (2022)	21157	19057	1.1101957286036628
redout 2 (2022)	9744	16686	1.7124384236453203
command and conquer 3.kanes wrath  (2008)  repack от xatab	71618	63001	1.136775606736401
life is strange: remastered (update 7) [архив] (2015-2022)	53333	21817	2.4445615804189393
spellforce: conquest of eo v.1.6 [gog] (2023)	85048	29653	2.868107779988534
still wakes the deep v.1.3 [папка игры] (2024)	79752	43477	1.8343491961266876
do not feed the monkeys (2018) pc | лицензия	64119	42610	1.5047876085425957
despair: blood curse (2024)	26701	37011	1.386127860379761
slavania (2024)	20222	29748	1.471071110671546
need for speed: undercover pc (2008) repack от decepticon	24044	30117	1.2525786058892032
moons of madness (2019)  repack от	43212	47379	1.0964315467925576
spec ops: the line v1.0.689 hotfix [gog] (2012)	32323	26910	1.2011519881085098
mad max [gog] (2015) pc | лицензия	52430	28028	1.8706293706293706
black mirror (thq nordic) (rus/eng/multi8) [repack] by xatab	36391	49457	1.3590448187738726
tiny glade v.1.10.1 [папка игры] (2024)	36597	27316	1.339764240738029
lego star wars: the skywalker saga (2022)	66501	30176	2.203771208907741
the tales of bayun (2023)	19167	16958	1.130263002712584
distrust [gog] (2017) pc | лицензия	26400	20016	1.3189448441247003
quake enhanced [папка игры] (1996-2021)	77153	25351	3.043390793262593
efootball pes 2021	69342	36795	1.8845495311863025
valiant hearts: the great war (2014) pc | лицензия	57499	28112	2.045354297097325
encased: a sci-fi post-apocalyptic rpg [gog] (2021)	61530	22589	2.7238921599008368
case: animatronics (2016) pc | repack от xatab	30019	48688	1.621906126120124
the swords of ditto (2018) pc | лицензия	23930	35986	1.5038027580442959
lovecraft's untold stories v.1.33g [gog] (2019) pc | лицензия	59507	43329	1.3733757991183735
hitman 2: silent assassin v.1.01 (21780) [gog] (2002)	27675	15118	1.830599285619791
vendir: plague of lies (2024)	98084	29104	3.3701209455744916
fallout v.1.2 (27130) [gog] (1997)	37572	21151	1.7763699115881046
evil bank manager (2018) pc | лицензия	51011	28909	1.7645369953993566
agatha christie - murder on the orient express (2023)	18491	22899	1.238386241955546
eternal threads (2022)	12182	18454	1.514857987194221
pathfinder: kingmaker. enhanced edition (2018) pc | лицензия	46607	33537	1.3897188180218862
wreckfest [gog] (2018)	66895	41738	1.6027361157698021
china: mao's legacy (2019) pc | лицензия	49823	33560	1.4845947556615018
project nightmares case 36: henrietta kedward [portable] (2021) pc | лицензия	23194	30285	1.3057256186944899
torchlight iii	74331	56529	1.3149180066868333
banners of ruin supporter bundle [gog] (2020) pc | лицензия	60383	23375	2.5832299465240642
trollhunters: defenders of arcadia	17297	34227	1.978782447823322
jump force [portable] (2019) pc | лицензия	28569	24994	1.1430343282387774
warcraft ii battle.net edition (1999) pc | лицензия	56136	13329	4.2115687598469504
the first templar. steam special edition v.1.00.595 [prophet] (2011) pc | лицензия	46593	30628	1.521255060728745
lust academy season 1 v0.7.1f.002 [gog] (2022)	25959	29452	1.1345583420008476
gray dawn  (2018) pc | repack от	26704	41320	1.5473337327741163
wall of insanity (2021) pc | лицензия	29634	38136	1.286900182223122
miasma chronicles (2023)	54301	24214	2.2425456347567523
inscryption [gog] (2021)	26639	22282	1.1955390000897586
ostalgie: the berlin wall (2018) pc | лицензия	53090	34076	1.5579880267637047
agents of mayhem (2017) pc | repack by xatab	64805	47696	1.358709325729621
espresso tycoon (2023)	13240	30766	2.323716012084592
hunting simulator 2 - bear hunter edition	47706	41700	1.1440287769784172
tales of kenzera: zau v.1.3.1.43002 [папка игры] (2024)	73095	32705	2.2349793609539828
planet of lana (2023)	16615	13988	1.1878038318558766
two point hospital [папка игры] (2018)	22785	36457	1.6000438885231512
