Название игры	Истинные значения	Предсказанные значения	Отношение
night in the woods weird autumn edition [gog] (2017)	16405	27158	1.6554708930204205
apsulov. end of gods v.1.1.7 [gog] (2019) pc | лицензия	94419	29164	3.2375188588670962
warhammer 40000: dawn of war – dark crusade	63224	50307	1.2567634722801995
final fantasy v [папка игры] (1992-2021)	9331	24384	2.6132247347551174
dark envoy v.1.5.1.73535 [gog] (2023)	72077	24183	2.9804821568870694
lords of the fallen game of the year edition v1.0.0 [gog] (2014)	28013	24452	1.1456322591199084
halo 4 [p] (2012-2020) pc | лицензия	83146	43149	1.9269507983962548
tales from the borderlands: episode 1-4 (2014) pc | repack от xatab	36119	46548	1.2887399983388244
bloodstained: ritual of the night	86322	48698	1.7725984640026284
battle brothers v.1.5.0.15 [gog] (2017)	98682	21727	4.541906383762139
the medium	94543	48121	1.9646931693023835
dreamfall chapters: books 1-5 (2014) pc | repack от xatab	41963	46733	1.113671567809737
the room 4: old sins [codex] (2021) pc | лицензия	50543	27529	1.835991136619565
the dungeon of naheulbeuk: the amulet of chaos	40926	45671	1.115940966622685
unravel two (2018) pc | repack by xatab	55738	50165	1.1110933918070367
f1 2016 (2017) pc | repack от xatab	31302	44873	1.4335505718484443
pandemic train (2023)	24373	26815	1.100192836335289
moviehouse – the film studio tycoon (2023)	12501	26318	2.105271578273738
pathologic 2 (v.1.5.29823) (2019) pc | repack от xatab	69788	56899	1.2265241919893144
gylt (2023)	19978	26761	1.3395234758234058
nier replicant ver.1.22474487139... [build 7396468 + dlc] (2021) pc | repack от decepticon	26407	37385	1.4157231037224978
youtubers life (2017) pc | лицензия	46536	34240	1.3591121495327103
need for speed: the run limited edition pc (2011) repack от decepticon	18872	26784	1.4192454429843153
call of the sea deluxe edition [gog] (2020)	29137	22975	1.2682045701849838
left alive v.1.0 [папка игры] (2019) pc | лицензия	32693	32866	1.0052916526473556
disney classic games: aladdin and the lion king [gog] (2019) pc | лицензия	46247	21090	2.1928402086296823
othercide	61586	43699	1.4093228678001786
subnautica (2014-2018) pc | лицензия	56905	38488	1.4785127832051548
lost planet 3: complete edition (2013) рс | repack от xatab	84721	53581	1.5811761631921764
knights of honor ii: sovereign [gog] (2022) pc | лицензия	94018	27413	3.429686645022435
protocol [darksiders] (2018) pc | лицензия	32526	37486	1.152493389903462
strayed lights (2023)	13584	25911	1.907464664310954
twelve minutes [папка игры] (2021)	26093	25176	1.036423578010804
core keeper v.1.0.0.14 [папка игры] (2024)	53684	31466	1.7060954681243248
encodya save the world edition v. 1.1 [gog] (2021)	21586	23424	1.0851477809691468
south park: the fractured but whole - gold edition (rus/eng) [repack] by xatab	80220	52671	1.5230392436065388
mark of the ninja: remastered (2018) pc | лицензия	49042	39854	1.2305414763888192
relicta [gog] (2020) pc | лицензия	20039	24499	1.2225659963072009
portal knights  (2017) pc | repack от xatab	35338	54842	1.5519271039674005
heroes of might and magic 4 complete	38433	49652	1.2919105976634664
the last case of benedict fox (2023)	25593	23211	1.1026237559777692
layers of fear v.1.6.1 [папка игры] (2023)	49926	25040	1.993849840255591
fernbus simulator [v 1.14.12800 + 2 dlc] (2016) pc | repack by xatab	81771	50932	1.6054935993088824
cry of fear (2013)	18169	27059	1.489294952941824
bum simulator (2023)	29437	29147	1.0099495659930695
age of civilizations ii v1.01451 ela [gog] (2018)	19155	24581	1.283268076220308
hot wheels unleashed (2021) pc | лицензия	41581	29139	1.4269878856515323
styx: shards of darkness [v 1.05] (2017) pc | repack от xatab	56290	58150	1.0330431693018298
beholder 2 v1.6.15770 [gog] (2018)	8190	22620	2.761904761904762
deck of ashes (2019) early access repack от xatab	22335	45405	2.0329079919409
ratten reich v.rr-0.1.5 [папка игры] (early access)	80170	27434	2.9222862141867756
star wars jedi: survivor (patch 9) [папка игры] (2023)	86079	26858	3.204966862759699
among the sleep - enhanced edition (v.3.0.1) (2014) pc | repack от xatab	33278	55550	1.6692709898431397
stardiver [папка игры] (2024)	37909	33605	1.128076179140009
runner3 (2018) pc | лицензия	18383	17488	1.0511779505946934
a plague tale: requiem (2022)	59269	23011	2.575681195949763
starsand v.1.0.9 [архив] (2022)	37213	22582	1.6479054113896023
south park: snow day! (2024)	18227	28644	1.5715147857573928
far: lone sails [gog] (2018) | лицензия	9673	23876	2.468313863330921
gone rogue (2023)	40541	22512	1.800861762615494
blitzkrieg 2 anthology / антология блицкриг 2 [gog] (2013) pc | лицензия	24621	21731	1.1329897381620726
roboquest [gog] pc | лицензия	25148	24195	1.0393883033684646
saints row: the third - remastered [egs-rip] (2011-2020) pc | лицензия	27315	38729	1.4178656415888706
ghostbusters: the video game remastered [hoodlum] (2019) pc | лицензия	52973	28668	1.8478094042137574
gas guzzlers extreme: gold pack [v 1.8.0 + 2 dlc] (2013) pc | repack от xatab	43756	42374	1.0326143389814508
supreme ruler 2020 gold edition v2.0.0.1 [gog] (2008)	12679	17781	1.4023976654310277
farmer's dynasty (2019) pc | repack от	64601	50615	1.276321248641707
cities xxl [v 1.3] (2015) pc | repack от xatab	33503	40316	1.2033549234396919
desperados iii [gog] (2015) pc | лицензия	83040	26001	3.19372331833391
shadow warrior [gog] (2013) pc | лицензия	61994	29914	2.0724075683626397
one piece: pirate warriors 4	55921	42640	1.311468105065666
hyperviolent v.0.8.8.1 [папка игры] (early access)	25011	27884	1.114869457438727
infernal: hell's vengeance [l] (2007) pc | лицензия	45303	44504	1.0179534423872012
dragon ball fighterz  (v1.14) (2018)  repack от xatab	33407	50828	1.521477534648427
lunacy: saint rhodes (2023)	13937	24662	1.7695343330702447
timeshift (2007) pc | repack by xatab	67974	54681	1.24310089427772
stronghold crusader 2 [update 20 + dlcs] (2014) pc | repack от xatab	68057	63622	1.069708591367766
spyro™ reignited trilogy (2019)  repack от	79657	48108	1.6557952939220089
kane and lynch: dead men (2007) pc | лицензия	19396	27524	1.4190554753557434
ancestors legacy [gog] (2018) pc | лицензия	65026	24917	2.6097042180037726
catherine classic (2019)  repack от	47039	47674	1.0134994366376837
armored brigade [gog] (2018)	11787	19405	1.6463052515483159
inmost [gog] (2020) pc | лицензия	32908	26038	1.263845149397035
ghostbusters: the video game [l] (2009) pc | лицензия	23835	27346	1.1473043843087896
mortal shell [v 1.09227]	95241	51590	1.8461135879046326
risen 3: titan lords - enhanced edition (2015) pc | repack от xatab	80489	56957	1.4131537826781606
tennis manager 2022 v2.3.4 [gog] (2022)	7677	18473	2.4062784942034647
south of the circle v23 [gog] (2022)	4547	21258	4.675170442049703
sins of a solar empire - rebellion [v 1.95 + 4 dlc]	44767	46996	1.0497911407956755
atelier sophie 2: the alchemist of the mysterious dream (2022) | лицензия	10506	23537	2.2403388539881974
street power football	28994	39880	1.3754569911016072
the sinking city - deluxe edition [darksiders] (2020) pc | лицензия	50138	35980	1.3934963868816008
disciples 2 gold v.2.01 (30373) / 3.01 (30373) [gog] (2005)	47226	22569	2.092516283397581
jet kave adventure [gog] (2021) pc | лицензия	42365	19370	2.187145069695405
to the moon (2011) pc | лицензия	45842	20242	2.2646971643118268
hellboy web of wyrd (2023)	11929	24190	2.0278313354011233
builders of greece v.0.6.1 [папка игры] (early access)	19888	27305	1.3729384553499597
zero tolerance v1.0 [gog] (1994)	6331	22626	3.573842994787553
drox operative 2 [gog] (eng) от r.g. gogfan	12530	20229	1.6144453312051077
the axis unseen v.1.03 [папка игры] (2024)	17397	35290	2.0285106627579466
dark [v1.1.19.29571+dlc] (2013) pc | repack by xatab	93024	32866	2.830402239396337
the banner saga 3: legendary edition [v 2.61.04 + dlcs] (2018) pc | repack от xatab	40918	51166	1.2504521237597146
street fighter v: arcade edition [v 4.070 + dlc] (2016) pc | repack от xatab	74236	55314	1.3420833785298478
postal 4: no regerts [gog]	60368	22928	2.632937892533147
thief simulator 2 v.1.27c [папка игры] (2023)	38943	24408	1.5955014749262537
layers of fear (2016) pc | лицензия	40795	36995	1.1027165833220705
ziggurat [gog] (2014)	12890	25830	2.0038789759503493
psychonauts 2 [steam] (2021) | лицензия	13579	24694	1.8185433389793062
parkitect [v 1.3] (2018) pc | repack от xatab	16528	45242	2.7372942884801548
redeemer (2017) pc | repack by xatab	42576	49964	1.1735249906050358
signalis v.1.2.1 [папка игры] (2022)	41088	19913	2.0633756842263846
metal gear solid - master collection version v.1.3.0 [папка игры] (2023)	33738	22449	1.5028731792062007
the surge [gog] (2017) pc | лицензия	31933	27255	1.1716382315171527
inversion v.1.0.1.0 [1с-софтклаб] (2012) pc | лицензия	35816	39366	1.0991177127540763
transference (2018) pc | repack by xatab	15873	44369	2.7952497952497954
arcania v2.0.0.2 [gog] (2010)	12487	22509	1.8025946984864258
gord v.1.5.0.42146 [папка игры] (2023)	51379	25833	1.988890179228119
football manager 2023 v.23.2 [папка игры] (2022)	32305	23376	1.381972963723477
aliens vs. predator (2010) pc | repack от xatab	93461	48914	1.9107208570143517
shadows: heretic kingdoms - book one. devourer of souls [v 1.0.0.8178] (2014) pc | repack от xatab	48962	55763	1.1389036395572076
scars above (2023)	65872	24857	2.650038218610452
battlestar galactica deadlock (2017) pc | лицензия	98877	28265	3.4982133380505926
this is the police 2 v1.0.7 [gog] (2018)	7816	21851	2.795675537359263
stranglehold [gog] (2007) pc | лицензия	22337	23761	1.0637507274925013
crossfire: legion	22686	25345	1.1172088512739133
nobody wants to die [v 1.0.1.0.46.065] (2024) repack от decepticon	49452	28718	1.7219862107389095
shame legacy (2023)	11145	23855	2.140421713772992
homeworld 3 v.1.22 [папка игры] (2024)	19828	35342	1.782428888440589
iris.fall (2018) pc | лицензия	37004	37976	1.0262674305480488
wrc 7 fia world rally championship (2017) pc | repack от xatab	52992	50559	1.0481219960837833
neversong [gog] (2020) pc | лицензия	17015	26096	1.5337055539230091
sam & max save the world [gog] (2006-2020) pc | лицензия	28209	26309	1.072218632407161
cloudpunk  [папка игры] (2020) pc | лицензия	61674	25557	2.413194036858786
clash: artifacts of chaos (2023)	29344	26277	1.1167180423944896
sword coast legends [update 8] (2015) pc | repack от xatab	38588	47155	1.2220120244635637
fallout 2 v.1.02 (2.1.0.18) [gog] (1998)	73832	23227	3.17871442717527
tom clancy's splinter cell v2.0.0.12 [gog] (2003)	24050	16439	1.4629843664456474
desolate [v 1.3] (2018) pc | repack от xatab	90552	54896	1.649519090644127
shadow of the tomb raider [v 1.0.492.0 + all dlcs] (2018) repack от decepticon	23256	43922	1.8886308909528724
yakuza kiwami (update 3) (2019)  repack от xatab	70601	59313	1.1903124104327887
copycat v.1.0.1 [папка игры] (2024)	52892	29418	1.7979468352709225
life is strange 2 complete season (2018)	56117	33965	1.6522007949359634
biker garage: mechanic simulator ( build 20200813+dlc)	58280	39668	1.4691943127962086
the library of babel (2023)	12466	24646	1.9770575966629231
conan exiles (2018) repack от xatab	94460	51719	1.8264080898702604
aragami 2 [gog] (2021)	54747	20471	2.6743686190220313
subverse (ранний доступ) [gog] (2018)	85027	20066	4.237366689923253
the uncertain: last quiet day [gog] (2016) pc | лицензия	40002	32469	1.2320059133327173
arcanum: of steamworks and magick obscura [gog] (2001) pc | лицензия	48764	24907	1.9578431766170152
turok (2008) pc | rip от xatab	77210	46593	1.657115875775331
islanders (2019) pc | лицензия	58080	32989	1.7605868622874292
gun v.2.0.0.3 [gog] (2005)	19578	22579	1.1532842987026255
the blackout club (2019) pc | repack от xatab	25756	46625	1.8102578040068333
blind fate: edo no yami v1.0.1 [gog] (2022)	13021	21533	1.6537132324706243
immortals: fenyx rising [uplay-rip] (2021) pc | лицензия	86486	32866	2.631473255035599
sid meier's civilization: beyond earth rising tide [v 1.1.2.4035 + 2 dlc] (2014) pc | repack от xatab	95575	55875	1.7105145413870246
driver: san francisco (ubisoft entertainment ) (rus/eng) [repack]  by xatab	79876	53269	1.4994837522761832
space rangers 2: reboot / космические рейнджеры 2: доминаторы. перезагрузка v2.0 [gog] (2006)	23172	23370	1.0085447954427758
the house of the dead: remake (2022)	20698	23381	1.1296260508261668
firewatch [update 8] (2016) pc | repack от xatab	50645	50837	1.0037910948760984
asterix & obelix xxl 2 v.xxl 2 v0.43 (25529) [gog] (2018)	11763	22813	1.939386211000595
katana zero (2019) pc | лицензия	73705	32603	2.2606815323743215
firewatch [gog] (2016) pc | лицензия	12640	22256	1.7607594936708861
hitman: blood money v.1.2 (27639) [gog] (2006)	44274	15651	2.828828828828829
rune ii [codex] (2019) pc | лицензия	22065	43390	1.9664627237706775
automation empire v.20191127 [codex] (2019)	47605	36758	1.2950922248218075
crash bandicoot 4: it’s about time v 1.0.03202023 [portable] (2021)	52544	29877	1.7586772433644609
spongebob squarepants: the cosmic shake (2023)	33016	21694	1.5218954549645063
ghostware: arena of the dead v.1.1.0 [архив] (2024)	67818	40522	1.6736093973643946
the legend of kyrandia: hand of fate book two v1.0 [gog] (1993)	7135	17135	2.401541695865452
journey to the savage planet [gog] (2020) pc | лицензия	33899	24607	1.377616125492746
charon's staircase (2022)	15417	19623	1.2728157229032886
superhot (2016) pc | лицензия	82576	24650	3.3499391480730223
don't starve alone pack v.429404 (41435) [gog] (2013)	19497	21294	1.0921680258501307
surviving mars: first colony edition [gog] (2018) pc | лицензия	57432	25109	2.2873073399976103
arx fatalis v.1.21 [gog] (2002) pc | лицензия	50097	22155	2.2612051455653353
art of rally deluxe edition [gog] (2020)	19889	29983	1.5075167177836994
afterfall: insanity - extended edition (2011-2013) | лицензия	21357	30407	1.4237486538371493
iron heart (2019) pc | лицензия	27139	32470	1.1964331773462544
selene's unbearable night [v 1.0] (2024) repack от decepticon	53851	29788	1.8078085134953672
icewind dale: enhanced edition (2014) pc | лицензия	78709	25306	3.1102900497905637
construction simulator 2015 (2014) pc | repack от xatab	37442	41870	1.1182629133059132
dusk [gog] (2018) pc | лицензия	73813	24631	2.9967520604116764
entropy: zero [portable] (2017)	17457	34491	1.9757690324798076
star wars empire at war gold pack v1.05 [gog] (2006)	24573	19116	1.2854676710608914
team sonic racing	28904	45562	1.5763216163852753
high on life (01/11/2023) [папка игры] (2022)	79864	23946	3.3351708009688465
diablo ii: resurrected [v 1.6.77312] (2021) repack от decepticon	15812	36744	2.323804705287124
per aspera [gog] (2018) pc | лицензия	50536	25090	2.0141889198884018
dead space v.1.0.0.222 (2.0.0.2) [gog] (2008)	36744	30535	1.2033404290158833
broken lines	64532	45641	1.4139041651146995
song of farca [gog] (2021)	37773	22079	1.7108111780424837
best month ever! (2022)	10510	22266	2.118553758325404
mafia iii: definitive edition (2016-2020) pc | лицензия	30442	38649	1.269594638985612
sumerian six v.1.0.0 [папка игры] (2024)	20016	34065	1.701888489208633
balatro v.1.0.1g [архив] (2024)	17639	31439	1.782357276489597
paleo pines	7213	25990	3.603216414806599
blue fire [gog] (2021) pc | лицензия	20376	20449	1.0035826462504909
cartel tycoon supporter bundle [gog] (2021)	42659	23771	1.7945816330823272
the dungeon of naheulbeuk: the amulet of chaos v.1.5 569 47857 [gog] (2020)	72434	23920	3.028177257525084
the elder scrolls iii: morrowind game of the year edition v.1.6.1820 (2.0.0.7) [gog] (2002)	62628	23547	2.659701872850045
nba 2k20 [v 1.07] (2019) repack от xatab	71331	48289	1.4771687133715754
neverwinter nights: enhanced edition digital deluxe edition	90876	53836	1.688015454342819
anno 2205 [v 1.8.3741.13270 + dlcs] (2015) repack от decepticon	35757	23167	1.543445418051539
portal stories: mel (2015) pc | repack от xatab	29162	41638	1.4278170221521158
empire of sin - premium edition [папка игры] (2020)	66322	32453	2.043632329830832
sunset overdrive (2018) pc | repack от xatab	72256	58918	1.2263824298177128
little misfortune [gog] (2019) pc | лицензия	28404	28467	1.0022179974651457
asterigos: curse of the stars v.01.09.0000 [папка игры] (2022)	76964	26396	2.9157448098196697
wargroove (2019) pc | лицензия	33334	31916	1.0444291264569494
vampire: the masquerade coteries of new york deluxe edition v1.0.12 [gog] (2019)	20239	26017	1.285488413459163
endless legend [portable] (2014) pc | лицензия	34057	27375	1.2440913242009133
citystate (2018) pc | лицензия	33920	26654	1.2726044871313875
life is strange: before the storm - remastered (2017-2022) | лицензия	30399	16904	1.7983317557974443
trackmania united forever [бука] (2008) pc | лицензия	19905	26848	1.3488068324541573
chernobylite complete edition [v 49522.s04_black_smoke + dlcs] (2021) repack от decepticon	66451	36360	1.8275852585258525
earth defense force 5  (2019) repack от xatab	36513	51110	1.3997754224522774
elex ii (2022)	62907	25650	2.4525146198830408
final fantasy xii the zodiac age (square enix) (eng/jap/multi) [repack] by xatab	78479	52916	1.4830864010885176
star wars: jedi knight - jedi academy v.1.01a (10331) [gog] (2003)	35837	22986	1.559079439658923
the crust v.0.92.81 [папка игры] (early access)	75011	28091	2.6702858566800756
pizza tower v.1.1.271 [папка игры] (2023)	13444	24773	1.842680749776852
the wheel of time v333b (54846) [gog] (1999)	7174	22087	3.078756621131865
ghost song (2022)	26439	21206	1.246769782137131
home sweet home (2017) pc | repack от xatab	45324	50396	1.1119053922866473
system shock enhanced edition v1.2.16 [gog] (1994)	34711	20940	1.6576408787010506
the lord of the rings: the battle for middle-earth ii - dilogy pc | repack от decepticon	62184	45053	1.3802410494306705
halo wars definitive edition (2016) pc | repack от xatab	52559	47387	1.109143858020132
the eternal cylinder [папка игры] (2021)	31994	25261	1.266537350065318
xcom: chimera squad	67929	49175	1.3813726487036095
the walking dead: a new frontier - episode 1-5 (2016) pc | repack by xatab	97026	52022	1.865095536503787
they always run [gog] (2021)	39451	20350	1.9386240786240787
secret government [gog] (2020)	40146	25609	1.5676519973446834
age of empires ii - hd edition bundle (1999 -2013-2016)  repack от xatab	67218	49790	1.350030126531432
good company v1.0.13b [gog] (2022)	8200	21093	2.5723170731707317
metal gear & metal gear 2: solid snake v.2.0.0 [папка игры] (1987-1990-2023)	49536	24817	1.9960510940081395
thronebreaker: the witcher tales [gog] (2018)	30294	25644	1.1813289658399626
il-2 sturmovik: cliffs of dover - blitz edition [codex] (2011-2020) pc | лицензия	57087	36020	1.5848695169350362
superliminal v.1.16 (46968) [gog] (2019)	26833	23050	1.16412147505423
crash bandicoot™ n. sane trilogy  (2018)  repack от xatab	80651	51250	1.5736780487804878
the bard's tale (2004)	26602	23680	1.1233952702702703
unreal tournament goty v.2.0.0.5 [gog] (2000)	16077	21376	1.329601293773714
enter the matrix v.1.52 [l] (2003) pc | лицензия	35616	34716	1.0259246456965088
still life v.1.0 (22140) [gog] (2005)	17734	22458	1.2663809631216871
fallout: new vegas ultimate edition [gog] (2010)	76155	26947	2.826103091253201
bear and breakfast v1.3.2 [gog] (2022)	4835	18182	3.760496380558428
mini metro [gog] (2015) pc | лицензия	33812	24796	1.3636070333924826
ace combat 7: skies unknown - deluxe edition [папка игры] (2019)	41828	30463	1.3730755342546697
the walking dead: the telltale definitive series [папка игры (steam)] (2019)	37487	27887	1.3442464230645104
young souls (2022) | лицензия	11121	23362	2.1007103677726824
shadow complex remastered (2016) pc | лицензия	45366	41547	1.0919199942234097
victoria ii civil war edition v.2.31-2 (37622) [gog] (2010)	22518	22111	1.0184071276740083
cossacks anthology v2.1.0.13 [gog] (2003)	15397	19097	1.2403065532246542
trine 4: the nightmare prince [gog] (2019) pc | лицензия	41207	24291	1.6963896093203243
collapse: a political simulator (2021) pc | лицензия	9730	31118	3.1981500513874614
mechwarrior 5: mercenaries [gog] (2019)	83777	19438	4.309959872414858
quake 4 [gog] (2005) pc | лицензия	34964	25358	1.378815363987696
my museum: treasure hunter v.1.3.1b [папка игры] (2024)	85921	38959	2.2054210837033805
re-volt v1.1 hotfix [gog] (1999)	9175	13162	1.4345504087193461
prince of persia [1.0 v2 (28572)] (2008) pc | repack by xatab	57336	49632	1.1552224371373307
tt isle of man: ride on the edge 3 (2023)	17213	26812	1.5576599082089118
the signifier director's cut deluxe edition v.1.101 (46691) [gog] (2020)	22485	23735	1.0555926173004224
not for broadcast v.2024.01.11b [gog] (2020)	43492	25181	1.7271752511814464
fobia - st. dinfna hotel (2022)	24018	21811	1.101187474210261
recore: definitive edition (2017) pc | repack by xatab	74647	46713	1.5979919936634341
watch dogs: legion (2020) pc | лицензия	95534	48479	1.9706264568163534
dark sector (2009) pc | repack от xatab	51063	53752	1.0526604390654681
shadowrun: hong kong - extended edition	54213	41804	1.2968376231939527
сирия: русская буря / syrian warfare [v 1.3.0.19+dlc] (2017) pc | repack от xatab	81592	50609	1.612203363038195
maid of sker bundle edition [gog] (2020)	33193	22308	1.4879415456338534
the lord of the rings: war of the ring [v 1.1/1.01.0011] (2003) repack от decepticon	18597	34282	1.8434156046674195
fahrenheit. indigo prophecy - remastered [portable] (2015) pc | лицензия	21435	29918	1.3957546069512479
legend of grimrock 2 v2.2.4 [gog] (2014)	37849	18450	2.0514363143631438
bakery simulator (2022)	16759	25425	1.5170952920818666
lego dc super villains deluxe edition v1.0 [gog] (2018)	6305	22068	3.500079302141158
orcs must die 3 [папка игры] (2021)	26800	25402	1.0550350366112904
song of horror v1.25 (54257) [gog] (2019)	18987	19136	1.0078474745878758
star trucker [v 1.0.41.0] (2024) repack от decepticon	34881	23621	1.4766944667880275
days gone [v 1.07] (2021) pc | repack от decepticon	46804	45669	1.0248527447502682
faraday protocol [gog] (2021)	17561	22059	1.2561357553670065
legacy of kain: soul reaver 2 v1.02 [gog] (2001)	9173	22677	2.4721465169519243
warsaw (2019) pc | лицензия	44388	24280	1.828171334431631
construction simulator 2 us - pocket edition (2018) pc | лицензия	70053	22667	3.090528080469405
pharaoh + cleopatra v.2.1.0.15 [gog] (1999)	14796	21879	1.4787104622871046
beholder v.1.6.0.12741 (32340) [gog] (2016)	22609	25269	1.117652262373391
lifeless planet - premier edition [gog] (2014) pc | лицензия	17059	20828	1.2209390937335132
need for speed: underground 2 pc (2004) repack от decepticon	99565	23303	4.272625842166245
the renovator: origins v.1.02 [папка игры] (2024)	54006	39338	1.372871015303269
electrician simulator (2022)	15878	23165	1.458936893815342
nascar heat 5	30000	41415	1.3805
call of juarez v.1.1.1.0 (24945) [gog] (2006)	24940	24063	1.0364459959273573
batman: arkham origins [v 1.0 + dlcs] (2013) repack от decepticon	26262	45479	1.7317416799939076
wildfire [gog] (2020) pc | лицензия	41566	21107	1.9692992845975268
soma [1.510 (19928) ] (2015) pc | repack от xatab	80908	64025	1.2636938695821944
darkest hour: a hearts of iron game v1.05.1 [gog] (2011)	8159	23959	2.936511827429832
call of the wild: the angler v.1.7.5 [папка игры] (2022)	42963	23863	1.8004022964421909
an elder scrolls legend: battlespire v1.5 [gog] (1997)	15399	20391	1.3241768946035457
city game studio: a tycoon about game dev [gog] (2019)	10172	22469	2.2089068029885963
redout: space assault deluxe edition	33405	42883	1.283729980541835
the escapists 2 (2017) pc | repack by xatab	57408	45690	1.256467498358503
ash of gods: redemption digital deluxe edition v1.5.35 [gog] (2018)	18824	19690	1.0460050998725032
king's bounty: воин севера / king's bounty: warriors of the north - valhalla edition (2012) pc | repack от xatab	73130	91173	1.246725010255709
eastshade (2019) pc | лицензия	49726	32866	1.5129921499421894
kerbal space program [gog] (2017)	43492	24847	1.7503924014971626
the smurfs - mission vileaf (2021) pc | лицензия	10254	21436	2.0905012677979324
cold fear v.1.0 [l] (2005) pc | лицензия	48109	34155	1.4085492607231738
alien breed 2: assault [gog] (2010) pc | лицензия	5128	20279	3.954563182527301
trepang2 v.77.00 [gog] (2023)	49313	19821	2.4879168558599467
dungeons 2 [update 7] (2015) pc | repack от xatab	42611	53415	1.2535495529323415
lego bricktales (2022)	26148	22149	1.1805499119599079
master of magic remake v1.06.00 [gog] (2022)	19488	18496	1.0536332179930796
return to castle wolfenstein (2001) pc | лицензия	79870	30497	2.6189461258484443
tunic (steam) (2022) | лицензия	25386	21780	1.1655647382920111
frozenheim v.1.4.2.3 [папка игры] (2022)	49390	23251	2.124209711410262
subterrain [gog] (2016) pc | лицензия	56752	19453	2.917390633835398
call of duty + united offensive (2003-2004) pc | лицензия	94098	40120	2.3454137587238284
realpolitiks ii - deluxe edition [gog] (2020)	43343	25372	1.7083004887277313
crysis 2 remastered [v 1.0.9461303] (2021) repack от decepticon	17877	35247	1.9716395368350395
bridge constructor portal v.1.4 (40233) [gog] (2017)	8061	25968	3.2214365463342016
60 parsecs! (2018) pc | лицензия	44695	22433	1.9923773012971961
firmament (2023)	16320	20404	1.2502450980392157
carmageddon max pack v2.0.0.63 [gog] (1997)	11543	16323	1.4141037858442347
chained echoes v1.05 [gog] (2022)	21157	19499	1.0850300015385403
redout 2 (2022)	9744	19007	1.950636288998358
command and conquer 3.kanes wrath  (2008)  repack от xatab	71618	50423	1.4203438906848065
life is strange: remastered (update 7) [архив] (2015-2022)	53333	20286	2.629054520358868
spellforce: conquest of eo v.1.6 [gog] (2023)	85048	21884	3.8863096326082984
still wakes the deep v.1.3 [папка игры] (2024)	79752	37869	2.1059969896221182
do not feed the monkeys (2018) pc | лицензия	64119	38888	1.6488119728450936
despair: blood curse (2024)	26701	34752	1.3015242874798696
slavania (2024)	20222	29683	1.467856789635051
need for speed: undercover pc (2008) repack от decepticon	24044	26784	1.113957744135751
moons of madness (2019)  repack от	43212	45931	1.0629223363880405
spec ops: the line v1.0.689 hotfix [gog] (2012)	32323	30324	1.0659213824033769
mad max [gog] (2015) pc | лицензия	52430	28453	1.8426879415175905
black mirror (thq nordic) (rus/eng/multi8) [repack] by xatab	36391	48201	1.3245307905800885
tiny glade v.1.10.1 [папка игры] (2024)	36597	34001	1.0763506955677775
lego star wars: the skywalker saga (2022)	66501	26108	2.547150298759001
the tales of bayun (2023)	19167	23844	1.244013147597433
distrust [gog] (2017) pc | лицензия	26400	21958	1.2022952910101101
quake enhanced [папка игры] (1996-2021)	77153	29456	2.619262629005975
efootball pes 2021	69342	46943	1.4771531431736362
valiant hearts: the great war (2014) pc | лицензия	57499	26512	2.1687914906457455
encased: a sci-fi post-apocalyptic rpg [gog] (2021)	61530	23772	2.588339222614841
case: animatronics (2016) pc | repack от xatab	30019	42524	1.4165695059795462
the swords of ditto (2018) pc | лицензия	23930	32259	1.3480568324279147
lovecraft's untold stories v.1.33g [gog] (2019) pc | лицензия	59507	27596	2.1563632410494273
hitman 2: silent assassin v.1.01 (21780) [gog] (2002)	27675	16609	1.6662652778614004
vendir: plague of lies (2024)	98084	33577	2.921166274533163
fallout v.1.2 (27130) [gog] (1997)	37572	22980	1.6349869451697128
evil bank manager (2018) pc | лицензия	51011	30196	1.689329712544708
agatha christie - murder on the orient express (2023)	18491	26825	1.4507057487426316
eternal threads (2022)	12182	22115	1.8153833524872762
pathfinder: kingmaker. enhanced edition (2018) pc | лицензия	46607	34403	1.3547365055373077
wreckfest [gog] (2018)	66895	45723	1.4630492312402947
china: mao's legacy (2019) pc | лицензия	49823	33229	1.4993830690059888
project nightmares case 36: henrietta kedward [portable] (2021) pc | лицензия	23194	37379	1.6115805811847892
torchlight iii	74331	50072	1.4844823454225915
banners of ruin supporter bundle [gog] (2020) pc | лицензия	60383	23977	2.518371772949076
trollhunters: defenders of arcadia	17297	41675	2.40937734867318
jump force [portable] (2019) pc | лицензия	28569	27893	1.024235471265192
warcraft ii battle.net edition (1999) pc | лицензия	56136	23810	2.357664846703066
the first templar. steam special edition v.1.00.595 [prophet] (2011) pc | лицензия	46593	33606	1.386448848419925
lust academy season 1 v0.7.1f.002 [gog] (2022)	25959	19227	1.3501326259946949
gray dawn  (2018) pc | repack от	26704	45087	1.6883987417615338
wall of insanity (2021) pc | лицензия	29634	29732	1.0033070122156982
miasma chronicles (2023)	54301	20606	2.6352033388333496
inscryption [gog] (2021)	26639	24389	1.0922547049899545
ostalgie: the berlin wall (2018) pc | лицензия	53090	28549	1.8596097936880451
agents of mayhem (2017) pc | repack by xatab	64805	53998	1.200137042112671
espresso tycoon (2023)	13240	26401	1.9940332326283987
hunting simulator 2 - bear hunter edition	47706	47171	1.0113417141888024
