Название игры	Истинные значения	Предсказанные значения	Отношение
hidden & dangerous 2: sabre squadron (2003-2004) pc | лицензия	71112	49274	1.4431951942200756
haven [gog] (2020) pc | лицензия	83539	31450	2.656248012718601
space rangers hd: a war apart [v 2.1.2468 build 13617251] (2013) pc | repack от decepticon	31035	28902	1.0738011210296865
beyond a steel sky [1.1.26717]	45353	32697	1.3870691500749304
agatha christie hercule poirot: the first cases [gog] (2021)	23460	21876	1.0724081184860121
five nights at freddy's: into the pit v.1.0.4.5 [папка игры] (2024)	74710	34770	2.1486914006327296
yakuza 3 remastered [codex] (2009-2021) pc | лицензия	31790	39464	1.241396665618119
partisans 1941 [portable] (2020) pc | лицензия	35488	28832	1.2308546059933407
fights in tight spaces bundle v.1.1.6974 (52282) [gog] (2021)	23149	24741	1.0687718691952137
pathologic classic hd v1.0.3 [gog] (2015)	19218	22215	1.1559475491726507
cat quest iii v.1.1.1 [папка игры] (2024)	22644	31039	1.3707383854442678
fort triumph	29686	39220	1.3211614902647713
warcraft: orcs and humans (1994) pc | лицензия	41504	17183	2.415410580224641
darkest dungeon v.24839 (28859) [gog] (2016)	26339	21740	1.2115455381784728
connection: the nightmare within [папка игры] (2024)	20827	31450	1.510059057953618
black book [gog] (2021)	47735	19367	2.4647596426911758
wwe 2k19 (2k) [v1.03 + dlc] (2018)  repack от xatab	74153	49790	1.489315123518779
party hard 2 (2018) pc | лицензия	24143	30348	1.2570103135484405
trailmakers (2019)  repack от	19390	45284	2.3354306343476017
alien: isolation collection (2014)	15028	28318	1.8843492147990417
trine 3: the artifacts of power [gog] (2015) pc | лицензия	18857	25753	1.3656997401495465
grand theft auto: the trilogy - the definitive edition [v 1.17.37984884] (2021) repack от decepticon	93127	35658	2.611671995064221
space engineers [v 1.195.018] (2019) pc | repack от xatab	64390	50780	1.2680189050807404
lego worlds	45872	47412	1.033571677711894
super street: the game (2018) pc лицензия	56404	38230	1.4753858226523673
wildmender (2023)	10680	24695	2.3122659176029963
impaler (2022)	19944	23374	1.1719815483353389
deadlight director's cut v.gog-2(cs) [gog] (2016)	16094	14896	1.0804242749731472
sprawl (2023)	42812	25313	1.691304863113815
elder legacy (древние русы) (2024/07/31) [папка игры] (early access)	55729	41403	1.3460135738956114
my time at portia v.2.0.141715 [архив] (2019)	65376	33539	1.9492531083216553
remothered: broken porcelain	28808	45854	1.5917106359344626
crash bandicoot™ n. sane trilogy (2018 г) repack от xatab	57101	41326	1.3817209504912162
space hulk: tactics (2018) pc | repack от xatab	48087	50682	1.0539646890011853
rise of the tomb raider - 20 year celebration (2016) pc | лицензия	67993	35306	1.9258199739421062
emergency 2014 (2013) pc | repack от xatab	21387	45521	2.1284425118062376
halo wars 2: complete edition (2017) pc | repack	73437	57410	1.2791673924403415
tank mechanic simulator	34678	38398	1.1072726224119038
fia european truck racing championship  (2019) repack от xatab	57543	40304	1.4277242953552998
nightingale	95909	28410	3.37588877155931
lego dc super-villains deluxe edition  (2018) pc | repack  by xatab	54856	47420	1.1568114719527625
reptiles: in hunt (2021) pc | лицензия	27382	25995	1.0533564146951337
aliens: dark descent v.98246 [папка игры] (2023)	79696	19347	4.119294981134026
cyber hook [gog] (2020) pc | лицензия	11051	37368	3.3814134467469006
quake - квадрология / quadrology pc (1996-2005) repack от decepticon	10371	30251	2.916883617780349
remnant: from the ashes v. 270287 [portable] (2019)	52779	35373	1.49207022305148
sonic forces (sega) (rus|eng|multi) [repack] by xatab	44084	49826	1.1302513383540513
immortality [gog] (2022) pc | лицензия	8565	17156	2.003035610040864
killer is dead - nightmare edition (2014) pc | repack от xatab	38296	50019	1.306115521203259
the chant (2022)	42885	36661	1.169771691988762
intravenous 2 v.1.0 [папка игры] (2024)	48361	30668	1.5769205686709273
the guild 3 [gog] (2022)	40773	31937	1.2766696934589974
star control®: origins [ 1.32.61284] (2018)  repack от xatab	62305	55406	1.1245172003032162
thimbleweed park (2017) pc | лицензия	32276	31619	1.0207786457509724
prime mover (2018) pc | лицензия	15506	30589	1.9727202373274861
scarlet hood and the wicked wood deluxe edition v.1.0.1 (46285) [gog] (2021)	16391	19879	1.2127997071563663
the stillness of the wind (2019) pc | лицензия	36719	29582	1.2412615779866134
vampire: the masquerade — swansong (2022)	55822	20566	2.7142857142857144
syberia: the world before (2022)	35405	14991	2.3617503835634714
far cry 3: blood dragon v.1.02 [l] (2013) pc | лицензия	85588	32051	2.6703690992480733
krampus kills [portable] (2022) pc | лицензия	9896	23710	2.3959175424413903
crysis v1.1.1.6156 [gog] (2007)	48923	25023	1.9551212884146585
dolmen (2022)	44685	25159	1.7761039786954966
shadowrun hong kong extended edition deluxe [gog] (eng) от r.g. gogfan	24543	26222	1.0684105447581795
ultimate general: civil war [v1.09] (2017) pc | лицензия	64757	42477	1.5245191515408338
gary grigsby's war in the east v1.11.03 [gog] (2010)	9401	19263	2.049037336453569
furi [gog] (2016) pc | лицензия	37061	21464	1.7266585911293328
f.i.s.t.: forged in shadow torch (2021)	43979	32758	1.3425422797484583
deadly dozen reloaded [steam] (2001-2022) | лицензия	14041	32550	2.318210953635781
max payne 3 (2012) pc | лицензия	71363	50262	1.4198201424535435
force of nature 2: ghost keeper (2021) pc | лицензия	59305	31887	1.85984884122056
red faction: guerrilla - steam edition (2009) pc | repack от xatab	45044	71457	1.5863822040671343
minecraft legends v.1.17.44512 [папка игры] (2023)	39846	22089	1.8038842862963467
batora: lost haven (2022)	26803	20606	1.30073764922838
dread templar (2023)	21474	25313	1.1787743317500232
need for speed: shift 2 unleashed pc (2011) repack от decepticon	23371	31235	1.3364853878738607
far: lone sails [v 1.02] (2018) pc | repack  by xatab	37255	49785	1.336330693866595
atelier sophie: the alchemist of the mysterious book	30224	52519	1.7376588141874008
meridian: new world (2014) pc | repack от xatab	38704	45612	1.1784828441504753
anthology of fear (2023)	12640	21840	1.7278481012658229
expedition zero (2022) | лицензия	35083	23373	1.501005433619989
overlord ii (2009) pc | лицензия	69339	42023	1.6500249863170169
brothers: a tale of two sons remake [папка игры] (2024)	14879	27392	1.8409839370925465
need for speed: payback deluxe edition pc (2017) repack от decepticon	36580	30830	1.1865066493674992
octopath traveler  (2019)  repack от xatab	58434	50795	1.1503888177970272
lego the hobbit	33010	47813	1.4484398667070584
silent hunter 5: battle of the atlantic (2010) pc | repack от xatab	56511	54705	1.0330134357005758
the evil within v1.0 [gog] (2014)	22710	25945	1.1424482606781154
risen 2: dark waters gold edition v1.0 [gog] (2013)	19231	26634	1.384951380583433
death stranding - director's cut [v 1.001] (2022) pc | repack от decepticon	36532	33620	1.0866151100535395
galactic civilizations iii	82392	49255	1.6727641863770175
winter ember (2022)	33492	16533	2.0257666485211394
sacred 2 gold v. 2.65.1 (18565) [gog] (2009)	44715	24860	1.7986725663716814
corpse party: blood drive v0.95 [gog] (2019)	11864	18127	1.5278995279838166
nox v.gog-20 (2.0.0.20) [gog] (2000)	21630	27395	1.2665279704114656
anima flux v.1.0.7 [папка игры] (2024)	32210	34042	1.0568767463520645
construction simulator 2015: gold edition (2014) pc | repack от xatab	56092	38934	1.4406945086556737
the quarry (2022)	50318	26761	1.8802735323792086
stasis: bone totem (2023)	27296	17716	1.5407541205689772
postal 4: no regerts	64537	56950	1.1332221246707639
aliens: dark descent [build 98246 + dlc] (2023) pc | repack от decepticon	17928	26950	1.503235162873717
doom [build 13954591 + dlcs] (2016)  lossy repack от decepticon	34750	33159	1.0479809403178624
7th sector (2019) pc | лицензия	70378	33669	2.090290771926698
the land of the magnates [папка игры] (2024)	40225	30548	1.316780149273275
swords & souls: neverseen v.1.15 [gog] (2019) pc | лицензия	69413	42837	1.6203982538459742
hrot (2023)	14353	25708	1.791123806869644
the oregon trail v.1.0.31.23 [gog] (2022)	59519	20326	2.92822001377546
underworld: ascendant [steam] (2018) | лицензия	17361	30392	1.7505904037785842
finding paradise (2017) pc | лицензия	18367	25932	1.4118800021778188
we happy few: we all fall down (v 1.9.88874 +dlc) (2018) pc | repack by xatab	94552	53787	1.7578968895829847
endless legend [v 1.8.2 + dlc's] (2014) pc | repack от xatab	62793	57410	1.0937641525866573
ys: memories of celceta (2012-2018) pc | лицензия	12632	24676	1.9534515516149462
armello (2015) pc | лицензия	30657	34227	1.1164497504648205
superhot: mind control delete [gog] (2020) pc | лицензия	55252	32429	1.703783650436338
convergence: a league of legends story deluxe edition rc2 [gog] (2023)	17165	23737	1.3828721235071366
crossroads inn anniversary edition	86167	39946	2.1570870675411804
wasteland 2 director's cut (2.3.0.5(a) (32579))	85769	64180	1.3363820504830166
lies of p: deluxe edition [v 1.5.0.0 build 13450100 + dlcs] (2023) pc | repack от decepticon	32046	41586	1.2976970604755664
stargate: timekeepers (2024)	14301	31010	2.1683798335780713
dungeon keeper gold v10.1 [gog] (1997)	8706	15423	1.7715368711233632
medal of honor: pacific assault (2004) pc | лицензия	67558	51141	1.3210144502454
race driver: grid (2008) pc | repack от xatab	89084	48399	1.840616541664084
kingpin: life of crime v1.21 [gog] (1999)	10721	21474	2.0029847961943847
f1 2022 (2022)	36110	24584	1.4688415229417506
white night (2015) pc | repack от xatab	32121	31436	1.0217903041099377
graveyard shift (2023)	17726	21367	1.2054044905788108
flashback v1.0.0 [gog] (2018)	11647	16055	1.3784665579119086
star wars knights of the old republic ii: the sith lords v.1.0b (29869) [gog] (2004)	48465	23496	2.062691521961185
wolfenstein ii: the new colossus digital deluxe edition v.6.5.0.1331 (42660) [gog] (2017)	85329	30546	2.7934590453741897
styx: master of shadows [update 2] (2014) pc | repack by xatab	47229	48887	1.0351055495564165
xuan-yuan sword vii (2020)	19242	36268	1.8848352562103732
yakuza kiwami 2 (update 1) (2019)  repack от xatab	70807	48748	1.4525108722409124
travellers rest v.0.6.6.5 [gog] (early access)	88038	25037	3.516315852538243
genesis alpha one (2019) pc | repack от xatab	57591	59852	1.0392596065357433
wrc 8 fia world rally championship (2019)  repack от	82318	42574	1.9335275050500305
partisans 1941	69301	57368	1.2080079486821922
phoning home (2017) pc | лицензия	41662	23280	1.7896048109965637
amnesia: the bunker v.1.31 [папка игры] (2023)	62346	20063	3.107511339281264
warcraft iii: reforged [v 1.36.2.21230] (2020) repack от decepticon	97403	33643	2.8951936509823737
dayz (2018) pc | лицензия	87484	48665	1.7976780026713244
beyond: two souls [codex-plaza] (2013-2019) pc | лицензия	41373	45347	1.096052981412999
yakuza 6: the song of life [codex] (2016-2021) pc | лицензия	35368	28456	1.2429013213382063
saints row - gat out of hell (2015) pc | repack от xatab	51611	50861	1.0147460726293231
townscaper v.1.2.1 [gog] (2020)	32763	23940	1.368546365914787
afterimage (2023)	22992	17947	1.2811054772385357
drug dealer simulator (2020) pc | лицензия	19355	30331	1.5670886075949366
final fantasy vii remake intergrade [v 1.001 + dlcs] (2021) pc | repack от decepticon	42493	40397	1.0518850409683886
eador: imperium / еадор: империя v.2.75.1 [gog] (2017)	20661	22740	1.1006243647451721
police stories (2019) pc | лицензия	90877	30355	2.9938066216438806
freedom fighters [gog] (2003) pc | лицензия	12856	22108	1.7196639701306782
deathloop: deluxe edition [v 1.769.0.5 + dlcs] (2021) pc | repack от decepticon	28779	29452	1.0233851071962194
sacred gold v.2.28 (17769) [gog] (2004)	24699	23229	1.0632829652589435
call to power 2 v.2.0.0.13 [gog] (2000)	19308	15423	1.251896518187123
the crown of leaves (2018) pc | лицензия	59408	29523	2.012261626528469
doom vfr	55557	70174	1.263099159421855
trek to yomi [gog] (2022) | лицензия	22894	17843	1.2830801995180183
the suicide of rachel foster (2020)  repack от	45375	33804	1.3422967696130634
untitled goose game v.1.0.7 [egs-rip] (2019) pc | лицензия	36983	32907	1.12386422341751
rise of the argonauts (2014\05\01) [папка игры (steam)] (2008)	26365	27769	1.0532524179783804
greyhill incident (2023)	14794	19663	1.3291199134784373
monster hunter: world v.15.23.00 [папка игры] (2018)	86174	41886	2.0573461299718283
spellforce 3: fallen god	55474	44236	1.2540464779817344
wrath: aeon of ruin (2024)	15077	35682	2.3666511905551504
cossacks 3 experience  (v.2.2.3.92.6008 + dlc) (rus|eng|multi5) [repack] by xatab	96972	52804	1.836451783955761
danger scavenger [gog] (2020) pc | лицензия	77890	37215	2.0929732634690312
elderand (2023)	38896	21792	1.7848751835535976
dishonored - definitive edition [gog] (2012)	74710	33062	2.259693908414494
the callisto protocol (30/07/2024) [папка игры] (2022)	88086	29738	2.962068733606833
insomnis [папка игры] (2022)	12458	25398	2.038689998394606
incision v.0.4.5.121 [архив] (early access)	28357	38073	1.342631449024932
blair witch (2019) pc | repack от	75194	42906	1.752528783853074
v-rally 4: ultimate edition (1.08) (2018) pc | repack by xatab	62602	45218	1.3844486708832766
planetbase (2015) pc | лицензия	73538	19637	3.7448693792330805
bioshock 2 remastered v1.0.122864 (25813) [gog] (2016)	18996	20636	1.0863339650452728
gears 5 [steam-rip] (2019) pc | лицензия	59357	44862	1.323101957112924
machinarium collector's edition v.4041 (47360) [gog] (2009)	12539	29266	2.3339979264694155
the evil within	61129	63050	1.0314253463985996
potion craft: alchemist simulator [portable] (2022) pc | лицензия	13815	28522	2.0645674990951863
god's trigger (2019) pc | лицензия	65401	36634	1.7852541355025386
freelancer pc (2003) repack от decepticon	16768	30150	1.798067748091603
final fantasy xiii-2 (2014) pc |  repack от xatab	77786	53780	1.4463741167720343
little nightmares ii - deluxe edition [gog] (2021) pc | лицензия	54349	24274	2.2389799785779023
the awesome adventures of captain spirit (2018) pc | repack от xatab	38299	48804	1.274289145930703
lysfanga: the time shift warrior (2024)	13368	32879	2.4595302214242967
tyranny gold edition  (2016) pc | repack by xatab	65736	42795	1.536067297581493
train sim world 3 (2022) pc | лицензия	23429	26695	1.1393998890264203
the coma 2: vicious sisters [gog] (2020) pc | лицензия	64519	35668	1.8088763036895816
fishing: barents sea (2018) pc | repack by xatab	78023	50183	1.5547695434708966
aliens: colonial marines [v 1.0.210.751923+templargfx acm overhaul v5] (2013) pc | repack от	56394	58995	1.0461219278646665
caesar iii v.2.0.0.9 [gog] (1999)	16705	16921	1.0129302604010775
company of heroes 3 [v 1.4.2.21612 + dlc] (2023) pc | repack от decepticon	26529	35097	1.3229673187832183
contra: operation galuga [build 13626439] (2024) repack от decepticon	16112	31141	1.9327830188679245
ravenous devils [steam] (2022) | лицензия	18911	39434	2.0852413938977317
metal gear rising: revengeance (2014) pc | лицензия	29746	36234	1.2181133597794662
daymare: 1994 sandcastle (2023)	47527	24185	1.965143684101716
rayman 3: hoodlum havoc v.1.0.0 (22189) [gog] (2003)	11523	14006	1.2154820793196217
project cars 3 - deluxe edition [steam-rip] (2020) pc | лицензия	84794	48735	1.7398994562429466
vampyr (2018) pc | лицензия	99537	32893	3.0260845772656797
kingpin: reloaded (1999-2023)	19169	21402	1.1164901664145235
ori and the will of the wisps [portable] (2020) pc | лицензия	15952	32086	2.0114092276830493
door kickers v.1.1.5 [gog] (2014) pc | лицензия	59302	36246	1.6360977763063511
beyond mankind: the awakening [папка игры] (2021)	34620	37505	1.0833333333333333
hidden through time v.1.0.7 (46929) [gog] (2020)	12053	28969	2.403468016261512
friday the 13th: the game (2017) pc | repack by xatab	54302	52826	1.0279407867338053
under the waves (23/02/2024) [папка игры] (2023)	74382	26382	2.8194223334091424
little nightmares ii - enhanced edition (2021) pc | лицензия	36657	30437	1.204356539737819
the witcher 2 assassins of kings - enhanced edition [gog] (2011) pc | лицензия	73117	30921	2.3646389185343293
in nightmare (2022)	10178	22345	2.1954214973472195
sheltered (2016) pc | лицензия	66916	34985	1.912705445190796
call of duty: black ops cold war v.1.34.0.15931218 [battle.net-rip] (2020)	82790	41076	2.0155321842438405
legacy of kain: blood omen 2 v1.0.2 hotfix [gog] (2002)	10838	14195	1.3097434951097988
torchlight 1.15a [gog] (2009) pc | лицензия	38371	23229	1.6518575918033493
iron harvest	87127	48223	1.8067519648300603
sea dogs v1.06 [gog] (2000)	13093	23424	1.7890475826777668
cardaclysm: shards of the four v1.1 (48802) [gog] (2020)	11925	26788	2.2463731656184485
evil west v.1.0.5 [папка игры] (2022)	55125	25449	2.1660968996817163
curse of the dead gods [gog] (2020) pc | лицензия	31904	18896	1.6883996613039798
enotria: the last song v.1.005.26813 [папка игры] (2024)	72812	31039	2.345822996874899
mars: war logs v.1.0.1736 [gog] (2013) pc | лицензия	55813	28542	1.9554691332072034
warhammer 40000: chaos gate v1.2 hotfix 3 [gog] (1998)	10500	16207	1.5435238095238095
the lego ninjago movie video game (2017) pc | repack от xatab	38978	51136	1.311919544358356
bioshock infinite complete edition v.1.0.1643565 (29748) [gog] (2013)	50213	25329	1.982431205337755
weedcraft inc (2019)  repack от xatab	33418	50364	1.5070919863546592
car for sale simulator 2023	72786	30526	2.3843936316582584
borderlands the pre sequel remastered  (2019) pc | repack от xatab	68272	53688	1.2716435702577857
supreme commander - forged alliance	29952	63862	2.132144764957265
werewolf the apocalypse earthblood	91384	48508	1.8838954399274346
bioshock remastered v.1.0.122872 (25715) [gog] (2016)	36814	15825	2.3263191153238547
papetura [gog] (2021) pc | лицензия	26898	19879	1.3530861713365863
valkyria chronicles [update 2 + dlc] (2014) pc | repack от xatab	52190	51882	1.0059365483211904
cossacks 3 digital deluxe edition [v 2.2.3.92.6008] (2016) repack от decepticon	12896	33926	2.630738213399504
crysis remastered [папка игры] (2007-2020)	41164	40338	1.0204769696068223
immortal: unchained [v update.17 + dlcs] (2018) pc | repack by xatab	81672	54554	1.4970854566117975
the chronicles of myrtana: archolos (2021) pc | лицензия	57524	36724	1.5663871038013288
psychonauts 2 [gog] (2021) pc | лицензия	31258	23605	1.3242109722516415
terminator: resistance [gog] 2019	82643	25769	3.2070705110792037
don't starve [gog] (2013) pc | лицензия	58260	20913	2.7858269975613257
frontline zed (2019) repack от	48767	48273	1.0102334638410706
a hat in time (2017) pc | лицензия	47696	24564	1.9417033056505455
scorn deluxe edition [gog] (2022)	34323	24350	1.4095687885010266
the pale beyond deluxe edition v1.2.00.00 [gog] (2023)	16540	19329	1.168621523579202
leisure suit larry magna cum laude: uncut and uncensored v2.0.0.3 [gog] (2004)	18350	25115	1.3686648501362397
sundered: eldritch edition (2017) pc | repack от xatab	20421	42217	2.067332647764556
swat 4 gold edition [gog] (eng) от r.g. gogfan	39502	19970	1.9780671006509765
quake ii: quad damage v3.20 [gog] (1997)	8890	14444	1.6247469066366704
hunting simulator 2 [codex] (2020) pc | лицензия	22652	40872	1.8043439872858908
portal: revolution v.1.6.0 [архив] (2024)	26980	43512	1.612750185322461
crisis in the kremlin (2017) pc | лицензия	68197	34695	1.9656146418792333
assetto corsa competizione [portable] (2019) pc | лицензия	38070	32559	1.169261955219755
va-11 hall-a (2016) pc | лицензия	77263	24291	3.1807253715367834
zombi (2015) pc | repack от xatab	43114	45361	1.052117641601336
blacktail (2022)	39740	25467	1.5604507794400597
bramble: the mountain king (2023)	18602	16828	1.1054195388637984
stray blade (2023)	50115	24474	2.0476832556999263
star wars: knights of the old republic ii - the sith lords v.1.0b [gog] (2004)	52266	41157	1.2699176324805015
hollowbody (21/09/2024) [папка игры] (2024)	87487	36635	2.38807151630954
wolfenstein (2009) pc | rip от  xatab	97908	61267	1.598054417549415
gamedec [папка игры] (2021)	35811	26992	1.326726437462952
sunless sea v.2.2.7.3165 [gog] (2015) pc | лицензия	42444	28443	1.492247653201139
vanquish (2017) pc | repack от xatab	82859	56228	1.4736252400939034
the godfather 2 (2009) pc | repack by	68719	62343	1.1022729095487867
evil genius [gog] (2004) pc | лицензия	12105	15488	1.2794712928541925
star wars the force unleashed ultimate sith edition	60829	54091	1.1245678578691465
tricky towers (2016) pc	24805	35091	1.4146744607941948
two worlds ii epic edition v2.0.6 [gog] (2010)	20889	24048	1.1512279190004309
lords and villeins v.1.6.9 [gog] (2022)	67355	34824	1.9341546060188375
baldur's gate: dark alliance v1.0.4 [gog] (2021)	16326	20444	1.252235697660174
darkwood [gog] (2017)	25850	24172	1.0694191626675493
the casting of frank stone [build 15770319] (2024) repack от decepticon	68262	25280	2.700237341772152
mafia iii: definitive edition [steam-rip] (2016-2020) pc | лицензия	56117	47778	1.174536397505128
foreclosed [папка игры] (2021)	15864	19597	1.2353126575895108
battle chasers: nightwar [gog] (2017) pc | лицензия	11968	24186	2.020889037433155
deep diving simulator (2019) pc | repack от xatab	47375	41978	1.128567344799657
112 operator	37301	41764	1.1196482668024985
farm manager 2018 (2018) pc | repack by xatab	63019	61785	1.0199724852310432
fossilfuel vv1.15/1.1 [папка игры] (2021)	27241	23710	1.1489245044285112
zombotron (2019) pc | лицензия	63870	43566	1.4660515080567416
cuphead (2017) pc | лицензия	74839	26491	2.825072666188517
game of thrones: a telltale games series vs106 [gog] (2014)	33785	19890	1.6985922574157868
the technomancer [update 1] (2016) pc | repack от xatab	66241	44991	1.4723166855593341
crying is not enough: remastered (2018) pc | repack by xatab	41856	45013	1.0754252675840978
kingdoms of amalur: reckoning (2012) pc | repack от xatab	78143	51704	1.5113530868017948
batman the telltale series+telltale batman shadows mode [gog] (eng/rus/multi8) от r.g. gogfan	33561	30662	1.0945469962820429
dishonored 2 [gog] (2016) pc | лицензия	48925	34341	1.4246818671558779
silver chains (2019) repack от xatab	43341	40753	1.0635045272740657
escape: dead island (2014) pc | repack от xatab	47993	56107	1.1690663221719835
crysis 2 remastered (2011-2021)	22944	44128	1.9232914923291493
8doors: arum's afterlife adventure [gog] (2015) pc | лицензия	14617	20818	1.4242320585619483
warhammer 40000: space marine v1.0.1 [gog] (2011)	33748	21528	1.567632850241546
road redemption  (rus|eng|multi8)  [repack] от xatab	76335	49304	1.5482516631510628
lost ember [gog] (2019) pc | лицензия	29038	22722	1.2779684886893758
serious sam: siberian mayhem (2022)	44177	28185	1.5673940039027852
universe sandbox (ранний доступ) [gog] (2015)	38535	33333	1.1560615606156062
staxel [gog] (2019) pc | лицензия	54266	45583	1.1904876818112016
lake (2021) pc | лицензия	25470	28328	1.1122104436592068
darq v.1.2.2 [gog] (2019)	50491	31511	1.6023293453079877
lumberjack's dynasty digital supporter edition [gog] (2021)	72482	25762	2.8135237947364335
chorus [v 1.0.9.216752 + dlc] (2021) pc | repack от decepticon	32360	31165	1.038344296486443
master of orion collector's edition v55.1.1.2.1.41258 locfix [gog] (2016)	13039	20673	1.5854743461921927
thief 3: deadly shadows v.1.1 (21683) [gog] (2004)	27887	22040	1.265290381125227
fort triumph v.1.1.3 (46815) [gog] (2020) pc | лицензия	12516	28567	2.2824384787472036
grime [gog] (2021)	94643	24928	3.7966543645699615
198x (2019) pc | лицензия	23090	32444	1.405110437418796
final fantasy [папка игры] (1987-2021)	16991	23057	1.3570125360484964
chorus [папка игры] (2021)	32046	30991	1.0340421412668195
strafe - gold edition [gog] (2017) pc | лицензия	28359	29937	1.0556437109912198
need for speed: underground pc (2003) repack от decepticon	27678	30117	1.0881205289399523
truberbrook: a nerd saves the world (2019) pc | лицензия	41299	35435	1.165486101312262
flying tigers: shadows over china - deluxe edition (2017) pc | repack от xatab	23998	53149	2.214726227185599
xcom enemy unknown complete pack v401776 [gog] (2014)	18599	21235	1.1417280498951556
wwe 2k battlegrounds	35384	48357	1.3666346371241238
boxes inc. (2018) pc | лицензия	20533	44413	2.1630058929528078
ixion v.1.0.7.0 [папка игры] (2022)	93342	39434	2.3670436679007962
necromunda: hired gun [v 62662 + dlcs] (2021) pc | repack от decepticon	22876	30088	1.3152649064521769
panzer corps 2 - field marshal edition [gog] (2020)	66568	29996	2.2192292305640753
a total war saga: thrones of britannia (2018)	28355	29304	1.033468524069829
streets of rage 4	62780	42753	1.4684349636282834
wrc 9 fia world rally championship	76719	39303	1.9519883978322266
mx vs atv legends (2022)	29124	26414	1.1025971075944574
shantae and the seven sirens [gog] (2020) pc | лицензия	12528	35227	2.811861430395913
warhammer 40 000: space marine 2 - 4k texture pack [только файлы dlc] (2024)	39771	32260	1.2328270303781772
source of madness [gog] (2022)	25920	19504	1.3289581624282198
company of heroes - new steam version (2013) pc | repack от xatab	61605	50637	1.2166005095088572
horizon zero dawn - complete edition [v 1.0.11.14 + dlcs] (2020) pc | repack от decepticon	94210	47341	1.9900297839082401
somerville (2022)	10348	16358	1.5807885581754928
daymare: 1998 [plaza] (2019) pc | лицензия	29714	45085	1.517298243252339
mundaun v.1.0.207 (46282) [gog] (2021) pc | лицензия	32433	28924	1.121317936661596
sunkenland (beta 0.5.10) [архив] (early access)	83337	36259	2.2983810915910534
vampire: the masquerade redemption v2.0.0.3 [gog] (2000)	16164	16387	1.0137960900767138
metal gear solid [gog] (2000)	53056	18547	2.860624359734728
space engineers v.1.205.024 b2 [архив] (2019)	48335	38704	1.2488373294749897
windbound	50781	48369	1.0498666501271476
weedcraft inc [gog] (2019) pc | лицензия	25846	37373	1.4459877737367484
dorfromantik [gog] (2022) pc | лицензия	16595	27397	1.650918951491413
star wars the force unleashed ii v1.1 [gog] (2010)	12672	22147	1.7477114898989898
itorah - save the world edition (2022) | лицензия	9602	19570	2.038117058946053
rune classic v1.10 [gog] (2000)	9352	17748	1.897775876817793
f.e.a.r. 2: project origin + reborn (2010) pc | repack от xatab	74095	61800	1.198948220064725
decision: red daze (2022)	20713	23326	1.1261526577511707
world of goo 2 v.12388w [папка игры] (2024)	92956	24747	3.7562532832262496
halo infinite [steam] single campain (2021) pc | лицензия	47163	44973	1.048695884197185
biped [gog] (eng/rus/multi9) от r.g. gogfan	11877	28133	2.3686957986023405
obduction v.1.8.4.1-ssl (51210) [gog] (2016)	14755	25007	1.6948153168417486
the complex	56455	42508	1.3281029453279383
the quarry: deluxe edition [v 1.07 build 11105655 + dlcs] (2022) repack от decepticon	22293	29404	1.3189790517202709
final fantasy iii [папка игры] (1990-2021)	14772	23057	1.5608583807202816
for the king (2017) pc | лицензия	18596	30980	1.6659496665949667
fury unleashed [gog] (2020) pc | лицензия	64272	37368	1.7199743095696853
